episode,step,total_steps,reward,action_0,action_1,value,logprob,agent_id,done
0,0,0,0.0,0.9202321,-0.13684915,[0.02524753],[-2.2232249],0,False
0,0,0,0.0,-2.499666,0.6681434,[0.02332982],[-5.314104],1,False
0,0,0,0.0,0.4189397,0.7530842,[0.02300101],[-2.1334598],2,False
0,0,0,0.0,1.4584881,1.0745636,[0.02544564],[-3.3431818],3,False
0,0,0,0.0,-0.8078455,-0.2163106,[0.02043281],[-2.2531362],4,False
0,0,0,0.0,1.1815296,0.15553853,[0.02026217],[-2.476359],5,False
0,0,0,0.0,-1.2642902,1.5075653,[0.02136378],[-3.7693558],6,False
0,0,0,0.0,-0.4719519,1.4977652,[0.02300101],[-2.9947815],7,False
0,0,0,0.0,1.9963366,0.8367676,[0.01959522],[-4.016565],8,False
0,0,0,0.0,-0.16270769,-1.4953005,[0.02524753],[-3.0661867],9,False
0,0,0,0.0,-0.6827328,2.306564,[0.02011028],[-4.6425157],10,False
0,0,0,0.0,0.09446734,-0.036908783,[0.020159],[-1.8433266],11,False
0,1,1,0.90000004,-0.023207337,0.32422626,[0.03335755],[-1.8828045],0,False
0,1,1,-1.6470246,0.969571,1.1224676,[0.05039309],[-2.8326569],1,False
0,1,1,0.0030136108,2.8243313,-1.0374041,[0.03705747],[-6.258618],2,False
0,1,1,2.4029756,-0.87901133,-0.23489408,[0.03272268],[-2.3220544],3,False
0,1,1,-2.25,-0.92927593,-0.018086404,[0.04425412],[-2.3214178],4,False
0,1,1,0.0029754639,-0.81142455,-2.1006393,[0.03205187],[-4.5502234],5,False
0,1,1,-1.6470246,0.22180992,1.1168535,[0.04729439],[-2.421549],6,False
0,1,1,0.0029754639,1.2450378,-0.06984218,[0.04729545],[-2.5422218],7,False
0,1,1,3.0029755,0.435278,1.8330929,[0.03483243],[-3.4721715],8,False
0,1,1,-2.25,3.133414,0.41040835,[0.04247261],[-6.633169],9,False
0,1,1,0.75297546,-0.6565493,1.0139381,[0.04434004],[-2.569584],10,False
0,1,1,0.0,1.4110692,1.3765013,[0.04080031],[-3.638267],11,False
0,2,2,0.002937317,-0.18954115,-0.9274626,[0.01402298],[-2.3332272],0,False
0,2,2,3.0148964,-1.1859071,0.25416544,[0.00553154],[-2.6448607],1,False
0,2,2,0.010757446,1.6632007,0.88836026,[-0.00727357],[-3.4624438],2,False
0,2,2,0.010757446,-0.92537534,-1.3369905,[0.02606981],[-3.2823002],3,False
0,2,2,-2.25,-0.055856925,-0.5466076,[0.00851146],[-2.0252326],4,False
0,2,2,0.010604858,-0.23704907,-0.059928097,[0.00754429],[-1.8851947],5,False
0,2,2,3.01503,0.40415454,-0.51874053,[0.0095428],[-2.0604374],6,False
0,2,2,0.010757446,-0.40603063,0.55694824,[-0.00729626],[-2.0817845],7,False
0,2,2,3.0148392,-0.8560912,1.1250207,[0.00116557],[-2.8259962],8,False
0,2,2,3.0030136,-0.30606586,0.30700698,[0.00290674],[-1.9424677],9,False
0,2,2,0.76493454,1.3496133,-0.73129785,[0.00793598],[-2.9987702],10,False
0,2,2,0.0029754639,-0.4252862,0.943539,[0.00364291],[-2.3476872],11,False
0,3,3,0.010643005,0.3231653,-0.27202144,[0.01590277],[-1.9167901],0,False
0,3,3,-2.9726868,-0.7470214,-0.040510207,[0.0284963],[-2.1688232],1,False
0,3,3,0.010623932,1.7196453,1.9624858,[-0.00738565],[-5.025383],2,False
0,3,3,0.0064849854,0.43487507,0.16749425,[0.02678676],[-1.916419],3,False
0,3,3,-2.25,-1.1560397,1.6464448,[0.00440651],[-3.8395376],4,False
0,3,3,0.0063323975,0.22781138,0.072461836,[0.00467496],[-1.8529595],5,False
0,3,3,3.0231934,-0.7741727,1.8874756,[0.00817798],[-3.878879],6,False
0,3,3,0.010604858,1.8552507,0.92711294,[0.01875068],[-3.852871],7,False
0,3,3,-2.222763,-0.66230667,0.057219252,[0.02063753],[-2.0963922],8,False
0,3,3,-2.9850082,0.39861992,-2.2928038,[0.01727064],[-4.6547346],9,False
0,3,3,0.77319336,-0.49402502,-0.9996913,[0.00087292],[-2.5432115],10,False
0,3,3,0.014915466,0.12581718,0.94706404,[0.00925978],[-2.2223008],11,False
0,4,4,0.0063323975,0.5399211,-0.9417881,[0.01116911],[-2.4285526],0,False
0,4,4,-2.9644852,0.5668566,0.7798732,[0.02584284],[-2.2347188],1,False
0,4,4,0.0223732,0.2819326,-1.0844889,[-0.00749772],[-2.52317],2,False
0,4,4,0.005569458,-0.33632332,1.800823,[0.0103891],[-3.442045],3,False
0,4,4,-2.2471008,-1.5558096,-0.032134816,[0.00931614],[-3.1355267],4,False
0,4,4,0.00541687,0.0658774,1.7740289,[0.00374775],[-3.3151522],5,False
0,4,4,-2.2270355,-0.18790437,-1.0227019,[0.01568321],[-2.4626265],6,False
0,4,4,0.022315979,-0.89378536,-0.38570067,[-0.00759706],[-2.4019494],7,False
0,4,4,-2.2102509,0.42042357,0.21542634,[0.01770863],[-1.9146335],8,False
0,4,4,2.2732315,0.5797958,-0.14944382,[0.01032734],[-1.9944875],9,False
0,4,4,0.76873016,-1.3933223,1.5030265,[0.00704686],[-3.925269],10,False
0,4,4,0.027389526,-0.11149703,-0.72987425,[0.00535544],[-2.164166],11,False
0,5,5,0.0014877319,-0.8309501,-0.47811022,[0.00859972],[-2.3767943],0,False
0,5,5,2.735114,-0.62954235,1.0742136,[0.00993689],[-2.612162],1,False
0,5,5,0.030651093,-0.009005211,1.3876244,[0.00724432],[-2.727642],2,False
0,5,5,0.01739502,-1.615077,0.8744421,[0.01844037],[-3.5781612],3,False
0,5,5,-2.2393188,-0.7152184,-1.203164,[0.00932436],[-2.935831],4,False
0,5,5,0.017242432,2.4710584,1.0110543,[0.0037537],[-5.2115917],5,False
0,5,5,-2.2194824,0.2611718,-0.35432938,[0.01202025],[-1.9335575],6,False
0,5,5,0.030555725,0.27035093,-0.12160661,[0.02425847],[-1.8745358],7,False
0,5,5,3.052147,-1.4754559,-0.3477887,[0.00109206],[-3.0940757],8,False
0,5,5,2.71873,0.21642475,0.10056423,[0.0080045],[-1.8510413],9,False
0,5,5,0.7677765,0.31699732,0.11304255,[0.01208419],[-1.8735958],10,False
0,5,5,0.035591125,0.5593742,-1.7965821,[0.0070579],[-3.667993],11,False
0,6,6,0.0,-0.4811929,-0.98723483,[0.02505578],[-2.5159366],0,False
