episode,step,total_steps,reward,action_0,action_1,value,logprob,agent_id,done
0,0,0,0.0,-0.31618533,0.8687863,[-0.02972233],[-2.217254],0,False
0,0,0,0.0,-0.5904315,1.4977096,[-0.04454026],[-3.063034],1,False
0,0,0,0.0,0.38149637,0.10704994,[0.01996891],[-1.9213955],2,False
0,0,0,0.0,-0.5097518,-1.8073369,[-0.00190822],[-3.684563],3,False
0,0,0,0.0,-1.0714434,0.36172175,[0.02266342],[-2.4588647],4,False
0,0,0,0.0,-0.3030988,0.9086053,[-0.02592196],[-2.227482],5,False
0,0,0,0.0,2.1758785,-0.26361862,[0.01821998],[-4.279762],6,False
0,0,0,0.0,0.42517856,0.51396644,[-0.04882771],[-2.0344672],7,False
0,0,0,0.0,1.3246564,1.3762838,[-0.05535776],[-3.618752],8,False
0,0,0,0.0,0.33962098,0.89566296,[-0.06325722],[-2.2472994],9,False
0,0,0,0.0,-0.6649211,-0.22912288,[-0.02972233],[-2.0886376],10,False
0,0,0,0.0,0.019454258,-0.20658179,[-0.04882772],[-1.87557],11,False
0,1,1,-0.002937317,-0.5668723,0.8064073,[-0.04236126],[-2.2652607],0,False
0,1,1,0.0017547607,0.4707982,-0.048834257,[-0.06908838],[-1.964077],1,False
0,1,1,0.75183105,-2.322808,1.0404831,[0.01304018],[-4.9334345],2,False
0,1,1,-0.525,-0.8240714,0.82295054,[-0.0238334],[-2.4547796],3,False
0,1,1,-2.2490845,-1.4285816,0.20124118,[-0.02044913],[-2.842507],4,False
0,1,1,0.0025939941,-0.06489688,-0.5620254,[-0.04556255],[-2.0362859],5,False
0,1,1,0.0,0.22007045,0.13975006,[0.00850818],[-1.8711358],6,False
0,1,1,2.9971771,0.98180485,-0.8526693,[-0.05226737],[-2.7484212],7,False
0,1,1,2.5474825,0.35814393,0.078241855,[-0.05273588],[-1.9108613],8,False
0,1,1,1.7990845,-0.015820185,0.39588594,[-0.06762864],[-1.8929487],9,False
0,1,1,0.0,0.18315141,-0.60836685,[-0.05093846],[-2.067067],10,False
0,1,1,0.0,-1.4452597,1.2278478,[-0.05768209],[-3.5647745],11,False
0,2,2,-0.0146865845,0.3296043,1.5267491,[-0.05289005],[-2.9966638],0,False
