episode,step,total_steps,reward,action_0,action_1,value,logprob,agent_id,done
0,0,0,0.0,-1.6646975,-0.532836,[0.04615394],[-3.3559532],0,False
0,0,0,0.0,-0.85635096,1.3933367,[0.07781506],[-3.2133908],1,False
0,0,0,0.0,0.52781796,0.21037988,[0.07781506],[-2.0028274],2,False
0,0,0,0.0,0.5237394,-1.4249578,[0.08091538],[-2.9676309],3,False
0,0,0,0.0,-1.3085353,-1.401352,[0.05436341],[-3.6712017],4,False
0,0,0,0.0,-0.07848507,1.9480168,[0.06036478],[-3.7938228],5,False
0,0,0,0.0,-0.39123875,0.35995746,[0.07549788],[-1.9871233],6,False
0,0,0,0.0,-1.4371192,1.4127781,[0.05328781],[-3.9242504],7,False
0,0,0,0.0,-0.7210188,-1.1950918,[0.0446795],[-2.7810798],8,False
0,0,0,0.0,-0.311339,-0.1901696,[0.08103198],[-1.9071629],9,False
0,0,0,0.0,-0.30792752,-1.4527148,[0.04982655],[-2.9212606],10,False
0,0,0,0.0,0.21542469,-2.0855901,[0.06799307],[-4.012683],11,False
0,1,1,0.0,-1.607819,-0.5061551,[0.06757529],[-3.2977653],0,False
0,1,1,-1.6470246,0.13034652,2.067548,[0.0711016],[-4.028483],1,False
0,1,1,0.0030136108,0.40827575,-0.86995554,[0.06576918],[-2.282196],2,False
0,1,1,0.0,1.6351048,-0.12298945,[0.07119895],[-3.1708245],3,False
0,1,1,-2.25,0.87709457,-0.15922976,[0.07504778],[-2.2184932],4,False
0,1,1,0.0029754639,1.2842505,0.60234857,[0.07397345],[-2.8573518],5,False
0,1,1,-1.6470246,1.1984162,-0.6322762,[0.08363919],[-2.7245426],6,False
0,1,1,0.0029754639,-1.971157,-0.0042471085,[0.06756638],[-3.8039138],7,False
0,1,1,-2.25,-0.23292369,0.2546667,[0.06606007],[-1.9076967],8,False
0,1,1,-2.25,0.46859688,1.0353215,[0.07720899],[-2.4936345],9,False
0,1,1,0.75,1.0975426,-1.096906,[0.06720583],[-2.989241],10,False
0,1,1,0.0,0.07929295,1.2352569,[0.07605583],[-2.6090336],11,False
0,2,2,0.0,0.76411086,-1.2623208,[0.07352889],[-2.8786378],0,False
0,2,2,3.0148964,0.42253605,1.4322352,[0.07922263],[-2.993692],1,False
