episode,step,total_steps,reward,action_0,action_1,value,logprob,agent_id,done
0,0,0,0.0,1.2399591,1.098299,[-0.08938301],[-3.1745055],0,False
0,0,0,0.0,-0.11234088,0.79690874,[-0.09637101],[-2.0942793],1,False
0,0,0,0.0,-1.3869984,-0.2842384,[-0.07438658],[-2.806344],2,False
0,0,0,0.0,-0.43345478,-0.57958865,[-0.0647864],[-2.112711],3,False
0,0,0,0.0,0.54486436,-1.0103428,[-0.07118839],[-2.6165853],4,False
0,0,0,0.0,-1.3237506,0.76891005,[-0.0927214],[-2.9006882],5,False
0,0,0,0.0,-0.70114326,1.0206603,[-0.06705292],[-2.5197656],6,False
0,0,0,0.0,-0.81411606,-0.24839711,[-0.07271934],[-2.1953516],7,False
0,0,0,0.0,-0.094360806,-2.4667141,[-0.075426],[-5.030087],8,False
0,0,0,0.0,0.44867882,0.42744744,[-0.08600678],[-2.0347059],9,False
0,0,0,0.0,-1.1010594,-0.35848677,[-0.06732634],[-2.495552],10,False
0,0,0,0.0,0.5816144,-0.99879503,[-0.07271934],[-2.613791],11,False
0,1,1,0.0029754639,-0.86305344,-0.13119419,[-0.06485206],[-2.1862612],0,False
0,1,1,-1.6469483,-1.1173201,-0.572037,[-0.09001458],[-2.6225476],1,False
0,1,1,-2.25,0.044568427,-0.74260736,[-0.09011291],[-2.1915774],2,False
0,1,1,-2.25,-0.2531708,-0.8021903,[-0.06593427],[-2.2367656],3,False
0,1,1,0.0,0.12338723,-0.84038544,[-0.07090476],[-2.2739995],4,False
0,1,1,0.0029754639,-0.6430289,1.1703366,[-0.10036084],[-2.6085372],5,False
0,1,1,-1.6470246,-0.10390894,-0.6883605,[-0.07500938],[-2.1380677],6,False
0,1,1,0.75,1.537326,-0.13384205,[-0.06553182],[-3.0962512],7,False
0,1,1,0.0,0.99342763,0.58723146,[-0.06487812],[-2.5086718],8,False
0,1,1,0.0029754639,1.6534964,1.0193099,[-0.06785525],[-3.7383523],9,False
0,1,1,0.0,0.34584576,0.42046118,[-0.06260161],[-1.9699667],10,False
0,1,1,3.0,-0.691897,-1.058828,[-0.0623846],[-2.6787143],11,False
0,2,2,0.01083374,0.8076841,0.021222867,[-0.06507799],[-2.2179313],0,False
0,2,2,-2.2392426,-1.479575,2.7349582,[-0.07258206],[-6.4691105],1,False
0,2,2,3.0,0.2420758,-1.4294056,[-0.06883485],[-3.022917],2,False
0,2,2,-2.25,-0.27052814,-0.6466893,[-0.06700731],[-2.1112657],3,False
0,2,2,0.0,0.51111525,1.1490377,[-0.06972001],[-2.5736046],4,False
0,2,2,0.015029907,-0.04157021,0.49567506,[-0.0719483],[-1.9200379],5,False
0,2,2,-2.2392426,-0.47797805,0.82250714,[-0.06906842],[-2.1983354],6,False
0,2,2,0.75,-1.6053299,0.67927486,[-0.06200207],[-3.2374887],7,False
0,2,2,0.0029754639,-0.6971567,-1.4996237,[-0.06287338],[-3.3163323],8,False
0,2,2,0.015029907,2.3395534,2.2060883,[-0.06514651],[-6.927838],9,False
0,2,2,0.0030136108,1.0695384,1.3291178,[-0.06158827],[-3.2231066],10,False
0,2,2,-2.25,-0.5636841,-0.43020156,[-0.06133469],[-2.0955114],11,False
0,3,3,0.010604858,-1.0456204,0.28516054,[-0.06581171],[-2.3622239],0,False
0,3,3,-2.2394714,0.6297001,-0.40596855,[-0.07257655],[-2.2003326],1,False
0,3,3,3.0,-1.6751773,0.79740906,[-0.06880426],[-3.4178748],2,False
0,3,3,-2.25,-0.19643201,-0.040182382,[-0.06704819],[-1.8544095],3,False
0,3,3,0.0030136108,-1.2211848,0.046447776,[-0.06692033],[-2.529917],4,False
0,3,3,0.02746582,-0.8202621,-0.2161065,[-0.06647888],[-2.1819358],5,False
0,3,3,-2.2393951,0.1378513,-1.3208517,[-0.06933945],[-2.8771825],6,False
0,3,3,-1.6470246,-0.79791903,0.97099876,[-0.06104203],[-2.4950376],7,False
0,3,3,0.01083374,-0.15126956,0.502004,[-0.06230723],[-1.9368967],8,False
0,3,3,0.02746582,0.078529865,-0.42962646,[-0.06522667],[-1.9724787],9,False
0,3,3,0.01499176,-1.464094,-2.2139535,[-0.06012091],[-5.4665303],10,False
0,3,3,-2.25,0.5581367,1.0827043,[-0.0614501],[-2.5391972],11,False
0,4,4,0.022506714,-0.5117888,0.4845197,[-0.06565633],[-2.0119634],0,False
0,4,4,3.018158,-0.72772694,-1.103807,[-0.06400569],[-2.7799335],1,False
0,4,4,-2.2471008,0.73074037,0.7923609,[-0.06592771],[-2.3795395],2,False
0,4,4,-2.25,1.1094743,-0.12378601,[-0.06680763],[-2.5187666],3,False
0,4,4,0.01499176,-1.2700106,-0.40606242,[-0.06670444],[-2.7089949],4,False
0,4,4,0.03578186,-1.5777947,-0.841735,[-0.07367912],[-3.4382813],5,False
0,4,4,3.018158,0.2125559,1.5954102,[-0.06831426],[-3.040105],6,False
0,4,4,-2.2350464,0.01650482,0.73969615,[-0.06120308],[-2.0542402],7,False
0,4,4,0.010604858,0.97399276,1.3352803,[-0.06257895],[-3.1281536],8,False
0,4,4,0.035858154,0.7060007,0.25271437,[-0.06688585],[-2.1264534],9,False
0,4,4,0.0233078,-1.9289019,-0.63437533,[-0.06048197],[-3.8524828],10,False
0,4,4,3.0029373,0.47307408,0.94952786,[-0.06274728],[-2.363727],11,False
0,5,5,0.034942627,-0.8611002,0.1311095,[-0.06568199],[-2.1770484],0,False
0,5,5,-2.6864195,-1.1113987,-0.007578388,[-0.07085481],[-2.4133196],1,False
0,5,5,2.8651063,-1.2962512,-0.6952477,[-0.06530182],[-2.933561],2,False
0,5,5,3.0,-0.15899247,1.0673797,[-0.06120948],[-2.3395815],3,False
0,5,5,0.0233078,-0.30461612,-1.5373288,[-0.06671835],[-3.1461878],4,False
0,5,5,0.03112793,-0.9267671,0.8672354,[-0.07499149],[-2.5313091],5,False
0,5,5,2.8679292,-0.9726512,1.9866042,[-0.0681197],[-4.054695],6,False
0,5,5,3.0274658,-1.0381546,1.1996739,[-0.06158431],[-2.9547503],7,False
0,5,5,0.022354126,-1.1357604,0.57684463,[-0.06312588],[-2.549093],8,False
0,5,5,0.035324097,-0.34758574,1.6485249,[-0.06693148],[-3.0865507],9,False
0,5,5,0.01876831,1.1719165,-2.3300235,[-0.06050763],[-5.4660163],10,False
0,5,5,2.5649538,0.13357043,0.0029653944,[-0.06241596],[-1.8560367],11,False
0,6,6,0.04737854,0.12660637,0.44597787,[-0.06510296],[-1.9173057],0,False
0,6,6,-2.9913788,0.8117327,0.11294842,[-0.07258332],[-2.1941957],1,False
0,6,6,-2.3768067,-0.026214581,0.4646312,[-0.06593215],[-1.9068418],2,False
0,6,6,-2.2469864,0.14678113,-1.1732496,[-0.06658942],[-2.6425438],3,False
0,6,6,0.01876831,-0.5743277,-0.6338021,[-0.07016825],[-2.2435966],4,False
